paper_id,doi,title,parse_status,page_count,text_char_count,structured_evidence_status,notes
ZPC-004561,10.1002/apmc.1992.051950102,Photoinitiated surface grafting of synthetic-fibers .1. Photoinitiated surface grafting of ultra high-strength polyethylene fibers,parsed,17,32685,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004565,10.1021/acsbiomaterials.9b00814,Preparation and statistical characterization of tunable porous sponge scaffolds using UV cross-linking of methacrylate-modified silk fibroin,parsed,46,91597,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004576,10.1002/app.32576,"Preparation, characterization, and properties of sodium montmorillonite clay/poly(styrene-butadiene-styrene) containing quaternary ammonium cations and photoinitiator nanocomposites via ultraviolet exposure",parsed,8,27076,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004587,10.1021/acsapm.2c00316,Plastic scintillators via rapid photoinitiated cationic polymerization of vinyltoluene,parsed,7,30740,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004638,10.1002/pola.22126,Synergistic effects in hybrid free radical/cationic photopolymerizations,parsed,11,39823,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004666,10.1117/12.975801,Synthesis of DMAW-PMMA photopolymer with high photosensitivity for volume holographic storage,parsed,6,19023,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004676,10.1039/c9py00447e,Rate-based approach for controlling the mechanical properties of `thiol-ene' hydrogels formed with visible light,parsed,13,65824,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004725,10.2478/mspe-2024-0053,3D printed stent from graphene-polyethylene glycol diacrylate using digital light processing technique,parsed,8,37858,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004727,10.4028/www.scientific.net/amm.130-134.1829,Preparation and characterization of injectable hybrid hydrogels based on photopolymerziaton,parsed,5,13986,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004728,10.4047/jap.2015.7.5.386,"The effect of 4,4′-bis(N,N-diethylamino)benzophenone on the degree of conversion in liquid photopolymer for dental 3D printing",parsed,6,25280,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004741,10.1016/j.dental.2018.09.017,In situ photochemical crosslinking of hydrogel membrane for Guided Tissue Regeneration,parsed,24,69396,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004753,10.1016/j.dental.2006.11.010,Effect of different photoinitiator systems on conversion profiles of a model unfilled light-cured resin,parsed,9,37278,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004762,10.1021/acs.macromol.8b02640,α-Ketoesters as nonaromatic photoinitiators for radical polymerization of (meth)acrylates,parsed,8,40408,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004766,10.1002/app.33534,Synthesis and characterization of alkali-soluble photosensitive polysiloxane urethane acrylate,parsed,9,26973,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004776,10.1177/0731684410367534,Surface modification of calcium alginate fibers with silane and methyl methacrylate monomers,parsed,8,29027,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004791,10.18063/ijb.v5i2.189,Development and characterization of a photocurable alginate bioink for three-dimensional bioprinting,parsed,15,37403,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004792,10.1016/j.dental.2024.06.020,The effect of photoinitiator type and filler load on physicochemical and mechanical properties of experimental light-cured resin cements through lithium disilicate ceramics of different shades and thicknesses,parsed,30,54597,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004807,10.1016/j.dental.2015.06.005,Hexaarylbiimidazoles as visible light thiol-ene photoinitiators,parsed,15,70435,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004818,10.1063/1.2917810,Two-photon induced fabrication of gold microstructures in polystyrene sulfonate thin films using a ruthenium(II) dye as photoinitiator,parsed,4,15934,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004824,10.1002/app.1992.070460803,Properties of uv-curable polyurethane acrylates for primary optical fiber coating,parsed,13,30155,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004825,10.1117/12.2188047,Study on visible-light-curable polycarprolactone and poly(ethylene glycol) diacrylate for LCD-projected maskless additive manufacturing system,parsed,8,22043,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,parsed,11,25023,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004831,10.1016/j.mssp.2018.08.005,Preparation of photosensitive polyimides (PSPIs) and their feasible evaluation for lithographic insulation patterns (LIPs) of integrated circuits (ICs) without negative photoresists,parsed,7,25874,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004834,10.1039/c5py01655j,Kinetics of bulk photo-initiated copper(I)-catalyzed azide-alkyne cycloaddition (CuAAC) polymerizations,parsed,27,55373,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004836,10.1111/jerd.12131,"Degree of conversion, depth of cure, and color stability of experimental dental composite formulated with camphorquinone and phenanthrenequinone photoinitiators",parsed,9,28145,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004838,10.1108/prt-03-2025-0034,Synthesis of the UV-curable waterborne polyurethane and its application in advanced water-based varnish,parsed,9,41601,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004841,10.4028/www.scientific.net/amr.177.677,Structure and properties of UV-curable waterborne polyurethane/acrylate composite resin,parsed,6,12058,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004891,10.1021/ma102284y,Core cross-linking of dynamic diblock copolymer micelles: Quantitative study of photopolymerization efficiency and micelle structure,parsed,10,52443,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004930,10.1002/jbm.a.37277,The selection of photoinitiators for photopolymerization of biodegradable polymers and its application in digital light processing additive manufacturing,parsed,13,49321,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004938,10.1002/pola.20051,UV-ignited frontal polymerization of an epoxy resin,parsed,7,21083,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004941,10.1016/j.eurpolymj.2020.109487,Investigation of gelatin methacrylate working curves in dynamic optical projection stereolithography of vascular-like constructs,parsed,23,61513,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004943,10.1002/pc.23018,Morphologies and applied properties of free radical/cationic UV-cured CPUA/TMPTMA/CER composite films,parsed,9,34845,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004946,10.1179/146580103225001417,Silica or fibre glass reinforced composites via photopolymerisation of acrylate systems,parsed,7,18277,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004970,10.1002/app.29257,Synthesis and characterization of palm-based resin for UV coating,parsed,9,31051,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004972,10.1016/j.polymertesting.2024.108565,"Improving the mechanical, spectroscopic and laser ablation characteristics of UDMA-MMA copolymers using a titanocene photoinitiator",parsed,8,41424,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005000,10.1016/j.jphotochem.2008.12.007,"Light absorbing products during polymerization of methacrylate monomers photoinitiated with phenyl-1,2-propanedione/amine",parsed,7,33659,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005011,10.1364/ol.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,parsed,3,17089,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005075,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,parsed,9,54357,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005080,10.1002/app.22709,Synthesis and characterization of negative-type polyamic acid ester with 1-methacryloyloxy-2-propanoate group,parsed,7,24058,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005093,10.1117/12.890309,Spectral study of irgacure 784 dye in an epoxy resin photopolymer,parsed,11,32504,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005097,10.1080/15685551.2015.1092008,Synthesis of new photoactive urethane carbohydrates and their behavior in UV or femtosecond laser-induced two-photon polymerization,parsed,13,52895,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005099,10.1016/j.eurpolymj.2011.12.003,Photopolymerization of methacrylate monomers using polyhedral silsesquioxanes bearing side-chain amines as photoinitiator,parsed,9,40549,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005167,10.1039/d4cc04749d,Intrinsically photosensitive polyimide photoresist and its double crosslinking mechanism,parsed,4,16531,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005269,10.1016/j.porgcoat.2019.06.051,UV coatings for wooden surfaces,parsed,6,24235,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005277,10.1016/j.ijpharm.2024.123862,Systematic screening of photopolymer resins for stereolithography (SLA) 3D printing of solid oral dosage forms: Investigation of formulation factors on printability outcomes,parsed,28,54646,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005328,10.1021/acs.macromol.2c00942,Effect of polymerization on chirality in cholesteric liquid crystals,parsed,12,45193,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005350,10.1002/macp.202100217,Water-soluble photoinitiators from dimethylamino-substituted monoacylphosphine oxide for hydrogel and latex preparation,parsed,10,42544,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005367,10.1021/acsabm.4c00561,Parylene C coating efficacy studies: Enhancing biocompatibility of 3D printed polyurethane parts for biopharmaceutical and CGT applications,parsed,13,64363,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005372,10.1016/j.dental.2024.12.002,The effect of photoinitiator systems on resin-based composite containing ZnO-nanoparticles,parsed,10,49778,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005388,10.1002/app.47461,Synthesis of luminescent polymers in the UV light region from dimethacrylate monomer using novel quinoline dyes,parsed,8,27334,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005397,10.1002/app.37691,Synthesis of new photocurable oligoisoprenes and kinetic studies of their radical photopolymerization,parsed,10,38274,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005455,10.1002/adom.202200474,Photoinitiator-free two-photon polymerization of biocompatible materials for 3D micro/nanofabrication,parsed,29,50893,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005476,10.1016/j.actbio.2010.10.023,Three-dimensional laser micro- and nano-structuring of acrylated poly(ethylene glycol) materials and evaluation of their cytoxicity for tissue engineering applications,parsed,8,40591,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005497,10.1016/j.progpolymsci.2020.101277,Visible light photoinitiating systems by charge transfer complexes: Photochemistry without dyes,parsed,43,67936,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005538,10.3390/polym12020397,Vanillin acrylate-based resins for optical 3D printing,parsed,14,47040,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005591,10.1016/j.matchemphys.2021.124661,Volume shrinkage and conversion rate of Al2O3 ceramic stereolithography suspension polymerised by ultraviolet light,parsed,7,38124,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005607,10.1039/d2py01288j,Controlling network morphology in hybrid radical/cationic photopolymerized systems,parsed,11,56833,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005610,10.1016/j.porgcoat.2019.02.044,Simultaneous initiation of radical and cationic polymerization reactions using the “G1” copper complex as photoredox catalyst: Applications of free radical/cationic hybrid photopolymerization in the composites and 3D printing fields,parsed,12,53078,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005669,10.1002/anie.201800456,Bismesitoylphosphinic acid (BAPO-OH): a ligand for copper complexes and four-electron photoreductant for the preparation of copper nanomaterials,parsed,7,31916,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005739,10.1038/s41467-019-11522-0,Highly efficient dandelion-like near-infrared light photoinitiator for free radical and thiol-ene photopolymerizations,parsed,9,52168,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005740,10.1021/acsami.6b05822,A simple preparation of photoactive glass surfaces allowing coatings via the “grafting-from” method,parsed,11,45930,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005746,10.1039/d5nr02899j,nano-FFA: ink formulation and process optimization in multiphoton 3D laser printing using full factorial analysis,parsed,13,56753,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005775,10.1021/acs.macromol.1c01457,Nondiffusion-controlled photoelectron transfer induced by host-guest complexes to initiate cationic photopolymerization,parsed,7,29523,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005799,10.1016/j.dental.2009.03.004,Degree of conversion and color stability of the light curing resin with new photoinitiator systems,parsed,9,39001,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005809,10.1021/ma900887h,"Novel highly efficient macrophotoinitiator comprising benzophenone, coinitiator amine, and thio moieties for photopolymerization",parsed,6,33149,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005811,10.1016/j.eurpolymj.2018.06.007,Preparation of water dispersible carbon nanotubes using photoinduced hyperbranched copolymerization and noncovalent interactions,parsed,25,32951,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005828,10.1021/acs.jpcb.0c03140,Effect of light intensity on the free-radical photopolymerization kinetics of 2-hydroxyethyl methacrylate: Experiments and simulations,parsed,36,67346,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005894,10.1021/acssuschemeng.6b01756,Castor oil based biothiol as a highly stable and self-initiated oligomer for photoinitiator-free UV coatings,parsed,24,36807,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005897,10.1016/j.indcrop.2020.113210,Influence of photoinitiator and temperature on photocross-linking kinetics of acrylated epoxidized soybean oil and properties of the resulting polymers,parsed,8,48587,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005940,10.1038/s41427-018-0021-x,A visible light-curable yet visible wavelength-transparent resin for stereolithography 3D printing,parsed,8,34536,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005955,10.3390/jcs8080295,Effect of photo-crosslinking conditions on thermal conductivity of photo-curable ladder-like polysilsesquioxane-Al2O3 nanocomposites,parsed,14,62631,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005956,10.1063/1.2717532,Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency,parsed,4,17163,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-005973,10.1016/j.porgcoat.2021.106214,"A novel thioxanthone-hydroxyalkylphenone bifunctional photoinitiator: Synthesis, characterization and mechanism of photopolymerization",parsed,9,36314,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006007,10.1016/j.ces.2019.05.056,Photocuring of di-acrylate in presence of oxygen,parsed,39,63226,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006011,10.1021/ma500612x,"Design of novel photoinitiators for radical and cationic photopolymerizations under near UV and visible leds (385, 395, and 405 nm)",parsed,9,35174,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006070,10.1021/acs.macromol.8b01361,Polymerization rate modulated by tetraarylborate anion structure: Direct correlation of hammett substituent constant with polymerization kinetics of 2-hydroxyethyl methacrylate,parsed,9,38003,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006088,10.1016/j.addma.2018.05.006,Absorption cross-sections of Disperse Orange 13 and Irgacure 784 determined with mask projection vat photopolymerization,parsed,4,22193,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006106,10.1016/j.eurpolymj.2021.110293,Improving ZnO photoinitiation efficiency by surface reaction with 2-hydroxy-2-methylpropiophenone,parsed,9,43724,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006109,10.1016/j.conbuildmat.2020.121732,Creating in-situ polymeric layer based on photocuring for various construction applications,parsed,12,29550,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006119,10.1021/acs.orglett.1c00131,Pillar[6]arene: Light cleaves macrocycle to linear oligomer biradical to initiate photopolymerization,parsed,5,25891,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006123,10.1016/j.polymdegradstab.2020.109297,Effect of altering photocrosslinking conditions on the physical properties of alginate gels and the survival of photoencapsulated cells,parsed,22,52618,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006132,10.1021/acsami.8b15011,Cucurbit[7]uril-Carbazole two-photon photoinitiators for the fabrication of biocompatible three-dimensional hydrogel scaffolds by laser direct writing in aqueous solutions,parsed,8,42534,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006289,10.1016/j.porgcoat.2018.02.012,Preparation of novel thioxanthone based polymeric photoinitiator for flexographic varnish and determination of their migration behaviour,parsed,8,31939,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006300,10.1016/j.polymer.2021.123605,New bifunctional cross-linkers/co-initiators for vinyl photopolymerization: Silsesquioxanes-B2 vitamin as eco-friendly hybrid photoinitiator systems,parsed,11,51632,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006320,10.1016/j.jphotochem.2019.112225,In situ monitoring of photopolymerization by photoinitiator with luminescence characteristics,parsed,15,30398,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006321,10.1016/j.porgcoat.2020.106038,Improvements in the physical properties of UV-curable coating by utilizing type II photoinitiator,parsed,5,14216,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006327,10.1021/acsami.1c02227,Ionic carbazole-based water-soluble two-photon photoinitiator and the fabrication of biocompatible 3D hydrogel scaffold,parsed,10,46957,structured_in_public_registry,Source-linked object exists in literature_knowledge registries.
ZPC-006357,10.1016/j.porgcoat.2021.106324,Preparation and properties of star-shaped UV-curable polyester methacrylate resins with Low viscosity derived from renewable resources,parsed,11,47347,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-006375,10.1116/1.4973301,Volume-expansion polymerization for UV-curable nanoimprinting,parsed,7,23090,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
