evidence_id,source_id,zotero_key,doi,title,field_name,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,local_context,formulation,wavelength_nm,figure_or_table,data_role,evidence_lane,confidence_class,automatic_status,automatic_use,source_layer,source_record_id,source_text_path,automatic_reason,notes,record_origin,legacy_value_type,legacy_audit_status,legacy_visual_audit_reference,legacy_source_json,evidence_identity_key,duplicate_group_id,duplicate_group_size,duplicate_relation
AUD20260828-0050,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,laser_wavelength,780,nm,780,nm,2,oscillating wavelength ... 780 nm,oscillating wavelength ... 780 nm,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0050,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=laser_wavelength,legacy_registry,laser_wavelength,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-6e57a315df3e8b15,DUP-6e57a315df3e8b15,1,unique_record
AUD20260828-0051,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,pulse_width,80,fs,80,fs,2,pulse width ... 80 fs,pulse width ... 80 fs,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0051,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pulse_width,legacy_registry,pulse_width,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-79eb48d37b1adc96,DUP-79eb48d37b1adc96,1,unique_record
AUD20260828-0052,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,pulse_repetition_rate,82,MHz,82,MHz,2,repetition rate ... 82 MHz,repetition rate ... 82 MHz,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0052,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pulse_repetition_rate,legacy_registry,pulse_repetition_rate,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-f4f50189d81e8515,DUP-f4f50189d81e8515,1,unique_record
AUD20260828-0053,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,objective_na,1.4,NA,1.4,NA,2,100× oil-immersion objective lens ... NA = 1.4,100× oil-immersion objective lens ... NA = 1.4,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0053,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=objective_na,legacy_registry,objective_na,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-81a56769abd632d4,DUP-81a56769abd632d4,1,unique_record
AUD20260828-0054,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,polymer_matrix_mass,1,g,1,g,2,samples consisted of PVP (1 g),samples consisted of PVP (1 g),PVP,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0054,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=polymer_matrix_mass,legacy_registry,polymer_matrix_mass,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-898c42e96ed467a7,DUP-898c42e96ed467a7,1,unique_record
AUD20260828-0055,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,monomer_mass,1,g,1,g,2,AM (1 g),AM (1 g),AM,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0055,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=monomer_mass,legacy_registry,monomer_mass,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-e46c88ed7476e89a,DUP-e46c88ed7476e89a,1,unique_record
AUD20260828-0056,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,crosslinker_mass,0.1,g,0.1,g,2,bis-AM (0.1 g),bis-AM (0.1 g),bis-AM,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0056,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=crosslinker_mass,legacy_registry,crosslinker_mass,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-b5b9af77850f7c16,DUP-b5b9af77850f7c16,1,unique_record
AUD20260828-0057,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,water_mass,4,g,4,g,2,H2O (4 g),H2O (4 g),aqueous sample,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0057,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=water_mass,legacy_registry,water_mass,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-82296ae1dec3b293,DUP-82296ae1dec3b293,1,unique_record
AUD20260828-0058,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,sensitizer,FL/EO/RB,,,,2,"FL, EO, RB as sensitizer","FL, EO, RB as sensitizer",aqueous TPP system,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0058,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=sensitizer,legacy_registry,sensitizer,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-6afaf4552df2f104,DUP-6afaf4552df2f104,1,unique_record
AUD20260828-0059,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,initiator,complex A,,,,2,complex A as initiator,complex A as initiator,aqueous TPP system,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0059,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=initiator,legacy_registry,initiator,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-4a392f8e4d402081,DUP-4a392f8e4d402081,1,unique_record
AUD20260828-0060,zotero_MZLGYQTP,MZLGYQTP,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,host_guest_stoichiometry,1:2,DMDPI:Me-β-CD,,,2,one molecule of DMDPI associates with two molecules of Me-β-CD,one molecule of DMDPI associates with two molecules of Me-β-CD,,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0060,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=host_guest_stoichiometry,legacy_registry,host_guest_stoichiometry,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/MZLGYQTP/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/02_MZLGYQTP.json,EIK-f6cbc97cb66a2a61,DUP-f6cbc97cb66a2a61,1,unique_record
AUD20260828-0061,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,photoinitiator,"4,4′-bis(diethylamino)benzophenone (DABP)",,,,1,"with 4,4′-bis(diethylamino)benzophenone as the photoinitiator","with 4,4′-bis(diethylamino)benzophenone as the photoinitiator",,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0061,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=photoinitiator,legacy_registry,photoinitiator,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-48d4212bcd233f3a,DUP-48d4212bcd233f3a,1,unique_record
AUD20260828-0062,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,pi_loading,2,wt %,2,wt %,4,photoinitiator (2 wt% to the polymer),photoinitiator (2 wt% to the polymer),biodegradable methacrylate polymer + DABP,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0062,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pi_loading,legacy_registry,pi_loading,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-882842ab0c16546c,DUP-882842ab0c16546c,1,unique_record
AUD20260828-0063,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,polymer_mass,0.5,g,0.5,g,4,0.5 g of the polymer carrying the methacrylate functionalities,0.5 g of the polymer carrying the methacrylate functionalities,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0063,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=polymer_mass,legacy_registry,polymer_mass,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-832c7f6531f96c78,DUP-832c7f6531f96c78,1,unique_record
AUD20260828-0064,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,solvent_volume,250,µL,250,µL,4,dissolved in 250 µL diethyl ether,dissolved in 250 µL diethyl ether,diethyl ether,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0064,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=solvent_volume,legacy_registry,solvent_volume,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-2eadac58f042d218,DUP-2eadac58f042d218,1,unique_record
AUD20260828-0065,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,laser_wavelength,800,nm,800,nm,4,Ti:sapphire femtosecond laser operating at 800 nm,Ti:sapphire femtosecond laser operating at 800 nm,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0065,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=laser_wavelength,legacy_registry,laser_wavelength,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-86722be62f99a7a0,DUP-86722be62f99a7a0,1,unique_record
AUD20260828-0066,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,pulse_repetition_rate,75,MHz,75,MHz,4,with a repetition rate of 75 MHz,with a repetition rate of 75 MHz,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0066,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pulse_repetition_rate,legacy_registry,pulse_repetition_rate,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-93d5d1a1927d4db8,DUP-93d5d1a1927d4db8,1,unique_record
AUD20260828-0067,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,pulse_duration,<20,fs,<20,fs,4,sub-20 fs duration pulses,sub-20 fs duration pulses,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0067,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pulse_duration,legacy_registry,pulse_duration,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-5e00d8be1c1c4f76,DUP-5e00d8be1c1c4f76,1,unique_record
AUD20260828-0068,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,laser_output_power_maximum,450,mW,450,mW,4,maximum output power of the oscillator was 450 mW,maximum output power of the oscillator was 450 mW,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0068,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=laser_output_power_maximum,legacy_registry,laser_output_power_maximum,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-6a56c670046d2fe7,DUP-6a56c670046d2fe7,1,unique_record
AUD20260828-0069,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,objective_magnification,40,×,40,×,4,"microscope objective lens (40×, N.A. = 0.95)","microscope objective lens (40×, N.A. = 0.95)",,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0069,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=objective_magnification,legacy_registry,objective_magnification,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-53540de1a9e3bd89,DUP-53540de1a9e3bd89,1,unique_record
AUD20260828-0070,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,objective_na,0.95,NA,0.95,NA,4,"microscope objective lens (40×, N.A. = 0.95)","microscope objective lens (40×, N.A. = 0.95)",,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0070,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=objective_na,legacy_registry,objective_na,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-d3943e5d1d77d27f,DUP-d3943e5d1d77d27f,1,unique_record
AUD20260828-0071,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,sample_spacer_thickness,100,µm,100,µm,4,The spacer between the two coverslips were 100 µm thick,The spacer between the two coverslips were 100 µm thick,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0071,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=sample_spacer_thickness,legacy_registry,sample_spacer_thickness,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-6e49089c50521f5a,DUP-6e49089c50521f5a,1,unique_record
AUD20260828-0072,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,feature_resolution_scale,~4,µm,~4,µm,1,good quality and had four micron resolution,good quality and had four micron resolution,,,,claim_only,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0072,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Abstract-level resolution claim.; legacy_value_type=feature_resolution_scale,legacy_registry,feature_resolution_scale,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/H86SV53N/page_4.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/03_H86SV53N.json,EIK-38c0d4af56a6dd05,DUP-38c0d4af56a6dd05,1,unique_record
AUD20260828-0073,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",compound_identity,"1: 2,7-bis[2-(4-dimethylamino-phenyl)-vinyl]anthraquinone",,,,1,derivative 1,derivative 1,R1,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0073,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/04_95TT3IKI.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=compound_identity,legacy_registry,compound_identity,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/95TT3IKI/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/95TT3IKI/page_6.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/04_95TT3IKI.json,EIK-5f7dedebb18ba148,DUP-5f7dedebb18ba148,1,unique_record
AUD20260828-0074,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",compound_identity,"2: 2,7-bis[2-(4-methoxy-phenyl)-vinyl]anthraquinone",,,,1,derivative 2,derivative 2,R2,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0074,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/04_95TT3IKI.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=compound_identity,legacy_registry,compound_identity,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/95TT3IKI/page_1.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/95TT3IKI/page_6.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/04_95TT3IKI.json,EIK-d856d04fd6730d38,DUP-d856d04fd6730d38,1,unique_record
