cluster_id,paper_id,doi,title,source_lane,page_hint,cluster_basis,char_start,char_end,member_count,field_group_count,field_groups,field_values_json,positioned_member_count,existing_condition_ids,existing_condition_overlap_count,cluster_quality,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_gate_status,condition_scope
CONDCL-ff501de76244482a64,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,2,char_window,5879,5887,2,1,scan_speed,"{""scan_speed"": [{""normalized"": ""100000"", ""normalized_unit"": ""um/s"", ""raw"": ""100 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm/s"", ""raw_unit"": ""mm/s""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-227725a19d24b62998,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,5,char_window,18244,18354,7,3,laser_power;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""22"", ""normalized_unit"": ""mW"", ""raw"": ""22 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""22 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""140"", ""normalized_unit"": ""mW"", ""raw"": ""140 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""140 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""200000"", ""normalized_unit"": ""um/s"", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",7,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-7ac45798508a5b24d0,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,5,char_window,20196,20204,3,2,pi_loading;scan_speed,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""200 mm"", ""raw_unit"": ""mm""}], ""scan_speed"": [{""normalized"": ""200000"", ""normalized_unit"": ""um/s"", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}]}",3,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-94f911ceec20091e6a,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,6,char_window,20703,21522,19,3,laser_power;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""22"", ""normalized_unit"": ""mW"", ""raw"": ""22 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""22 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""2"", ""normalized_unit"": ""mW"", ""raw"": ""2 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""140 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""140"", ""normalized_unit"": ""mW"", ""raw"": ""140 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""10"", ""normalized_unit"": ""mW"", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""200000"", ""normalized_unit"": ""um/s"", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""20000"", ""normalized_unit"": ""um/s"", ""raw"": ""20 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",19,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-71736c474c4424090a,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,7,char_window,22184,24762,21,3,laser_power;polymerization_threshold;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""12 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""12"", ""normalized_unit"": ""mW"", ""raw"": ""12 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""14"", ""normalized_unit"": ""mW"", ""raw"": ""14 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""14 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""120"", ""normalized_unit"": ""mW"", ""raw"": ""120 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""120 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""fabrication threshold of 12 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""12"", ""normalized_unit"": ""mW"", ""raw"": ""fabrication threshold of 12 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""threshold of 120 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""120"", ""normalized_unit"": ""mW"", ""raw"": ""threshold of 120 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""15"", ""normalized_unit"": ""nm"", ""raw"": ""15 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""750"", ""normalized_unit"": ""nm"", ""raw"": ""750 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""760"", ""normalized_unit"": ""nm"", ""raw"": ""760 nm"", ""raw_unit"": ""nm""}]}",21,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-eccb2a99d3c8332926,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,7,char_window,27598,27609,1,1,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""under argon"", ""raw_unit"": """"}]}",1,,0,single_field_context_cluster,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-27bc78f87609f9b8e9,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,8,char_window,28972,28983,1,1,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""under argon"", ""raw_unit"": """"}]}",1,,0,single_field_context_cluster,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0a57feea6f76b7ac02,OA2P-000226,10.1038/s41598-018-35301-x,"Wavelength-optimized Two-Photon Polymerization Using Initiators Based on Multipolar Aminostyryl-1,3,5-triazines",core_two_photon,9,char_window,36379,39216,13,5,laser_power;pi_loading;pulse_width_fs;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""1"", ""normalized_unit"": ""mW"", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""35 mm"", ""raw_unit"": ""mm""}], ""pulse_width_fs"": [{""normalized"": ""70"", ""normalized_unit"": ""fs"", ""raw"": ""70 fs"", ""raw_unit"": ""fs""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""200000"", ""normalized_unit"": ""um/s"", ""raw"": ""200 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""750"", ""normalized_unit"": ""nm"", ""raw"": ""750 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""760"", ""normalized_unit"": ""nm"", ""raw"": ""760 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""815"", ""normalized_unit"": ""nm"", ""raw"": ""815 nm"", ""raw_unit"": ""nm""}]}",13,,0,high_information_local_cluster,false,3,atmosphere;focusing;geometry;power_plane;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-755d9cd229a16c9321,OA2P-000227,10.1038/s41598-018-36727-z,Geometric Determinants of In-Situ Direct Laser Writing,out_of_scope_for_expansion,1,char_window,3347,3353,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a289f0ecfc47a695c1,OA2P-000227,10.1038/s41598-018-36727-z,Geometric Determinants of In-Situ Direct Laser Writing,out_of_scope_for_expansion,9,char_window,40305,40323,4,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": ""45"", ""normalized_unit"": ""mW"", ""raw"": ""45 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""45 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""100000"", ""normalized_unit"": ""um/s"", ""raw"": ""100 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm/s"", ""raw_unit"": ""mm/s""}]}",4,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-bd837cc8fcb9e35c9c,OA2P-000228,10.1038/s41598-020-64955-9,Multi-beam two-photon polymerization for fast large area 3D periodic structure fabrication for bioapplications,core_two_photon,2,char_window,10042,10076,4,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""11.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""11.5"", ""normalized_unit"": ""mW"", ""raw"": ""11.5 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""15 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""15"", ""normalized_unit"": ""um/s"", ""raw"": ""15 µm/s"", ""raw_unit"": ""µm/s""}]}",4,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-809fe9b9f7dd56d68d,OA2P-000228,10.1038/s41598-020-64955-9,Multi-beam two-photon polymerization for fast large area 3D periodic structure fabrication for bioapplications,core_two_photon,7,char_window,33237,33795,4,4,objective_NA;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""objective_NA"": [{""normalized"": ""0.75"", ""normalized_unit"": ""dimensionless"", ""raw"": ""0.75"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""795"", ""normalized_unit"": ""nm"", ""raw"": ""795 nm"", ""raw_unit"": ""nm""}]}",4,,0,high_information_local_cluster,false,4,atmosphere;geometry;motion_or_dwell;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-11be4e2ec3bf3f370b,OA2P-000228,10.1038/s41598-020-64955-9,Multi-beam two-photon polymerization for fast large area 3D periodic structure fabrication for bioapplications,core_two_photon,8,char_window,34895,35369,7,3,laser_power;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""148"", ""normalized_unit"": ""mW"", ""raw"": ""148 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""148 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""11.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""11.5"", ""normalized_unit"": ""mW"", ""raw"": ""11.5 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""15"", ""normalized_unit"": ""um/s"", ""raw"": ""15 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""15 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}]}",7,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-86fe50b9bbe017b604,OA2P-000228,10.1038/s41598-020-64955-9,Multi-beam two-photon polymerization for fast large area 3D periodic structure fabrication for bioapplications,core_two_photon,8,char_window,40291,40320,2,2,pulse_width_fs;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""10"", ""normalized_unit"": ""fs"", ""raw"": ""10 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""50"", ""normalized_unit"": ""nm"", ""raw"": ""50 nm"", ""raw_unit"": ""nm""}]}",2,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-fc6ac0b1d3c610e93b,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,2,char_window,6331,7678,14,3,laser_power;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""6"", ""normalized_unit"": ""mW"", ""raw"": ""6 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""6 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""14 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""14"", ""normalized_unit"": ""mW"", ""raw"": ""14 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""15 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""15"", ""normalized_unit"": ""mW"", ""raw"": ""15 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""50"", ""normalized_unit"": ""um/s"", ""raw"": ""50 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""522"", ""normalized_unit"": ""nm"", ""raw"": ""522 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""260"", ""normalized_unit"": ""nm"", ""raw"": ""260 nm"", ""raw_unit"": ""nm""}]}",14,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-6abad0c5089f25cc48,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,3,char_window,10266,10284,2,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}]}",2,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-1677914da9705b8600,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,3,char_window,8105,8123,2,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""125"", ""normalized_unit"": ""um/s"", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}]}",2,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-793ff60f0e71e405cc,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,4,char_window,11127,11133,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-ddc22bcf06065fd9c4,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,4,char_window,13430,13448,4,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""18 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""18"", ""normalized_unit"": ""mW"", ""raw"": ""18 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""50"", ""normalized_unit"": ""um/s"", ""raw"": ""50 µm/s"", ""raw_unit"": ""µm/s""}]}",4,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-76ac26ca598a4fae86,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,5,char_window,14950,14987,4,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""125"", ""normalized_unit"": ""um/s"", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}]}",4,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-5525069a0ff45636ea,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,6,char_window,16769,16777,2,1,scan_speed,"{""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""125"", ""normalized_unit"": ""um/s"", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0da7c0c141bd9f17e8,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,6,char_window,19432,19930,6,4,objective_NA;pulse_width_fs;scan_speed;wavelength_nm,"{""objective_NA"": [{""normalized"": ""1"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.0"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""192"", ""normalized_unit"": ""fs"", ""raw"": ""192 fs"", ""raw_unit"": ""fs""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""125"", ""normalized_unit"": ""um/s"", ""raw"": ""125 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""522"", ""normalized_unit"": ""nm"", ""raw"": ""522 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1045"", ""normalized_unit"": ""nm"", ""raw"": ""1045 nm"", ""raw_unit"": ""nm""}]}",6,,0,high_information_local_cluster,false,4,atmosphere;geometry;power_plane;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a37cc2da2e716121f2,OA2P-000229,10.1038/s41598-021-90445-7,Microfabrication of cellulose nanofiber-reinforced hydrogel by multiphoton polymerization,core_two_photon,7,char_window,20979,22732,8,4,atmosphere;laser_power;scan_speed;wavelength_nm,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""in air"", ""raw_unit"": """"}], ""laser_power"": [{""normalized"": ""18"", ""normalized_unit"": ""mW"", ""raw"": ""18 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""18 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""50"", ""normalized_unit"": ""um/s"", ""raw"": ""50 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",8,,0,high_information_local_cluster,false,3,focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-e0595ece0df143918f,ZPC-004795,10.1038/s41598-021-90571-2,In situ photografting during direct laser writing in thermoplastic microchannels,out_of_scope_for_expansion,3,char_window,11023,11074,2,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""240"", ""normalized_unit"": ""nm"", ""raw"": ""240 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""300"", ""normalized_unit"": ""nm"", ""raw"": ""300 nm"", ""raw_unit"": ""nm""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0d963c9303b2961ef3,ZPC-004795,10.1038/s41598-021-90571-2,In situ photografting during direct laser writing in thermoplastic microchannels,out_of_scope_for_expansion,5,char_window,22894,23234,2,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""390"", ""normalized_unit"": ""nm"", ""raw"": ""390 nm"", ""raw_unit"": ""nm""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-32b151fd0a9610a21a,ZPC-004795,10.1038/s41598-021-90571-2,In situ photografting during direct laser writing in thermoplastic microchannels,out_of_scope_for_expansion,6,char_window,27615,27651,4,2,laser_power;scan_speed,"{""laser_power"": [{""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""100000"", ""normalized_unit"": ""um/s"", ""raw"": ""100 mm/s"", ""raw_unit"": ""mm/s""}]}",4,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-8b9ce31811ab5989cc,ZPC-004795,10.1038/s41598-021-90571-2,In situ photografting during direct laser writing in thermoplastic microchannels,out_of_scope_for_expansion,6,char_window,30866,30871,2,1,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""400 W"", ""raw_unit"": ""W""}, {""normalized"": ""400000"", ""normalized_unit"": ""mW"", ""raw"": ""400 W"", ""raw_unit"": ""W""}]}",2,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
