evidence_id,paper_id,zotero_key,doi,title,value_type,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,formulation,wavelength_nm,figure_id,data_role,evidence_lane,confidence_class,audit_status,visual_audit_reference,source_json,notes
AUD20260828-0140,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,sigma_2pa,340,GM,340,GM,4,Table 1: 6c ... σ2PA = 340 GM,compound 6c,800,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0141,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,laser_wavelength,780,nm,780,nm,4,fiber femtosecond laser ... wavelength ... 780 nm,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0142,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,pulse_width,100,fs,100,fs,4,pulse width ... 100 fs,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0143,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,pulse_repetition_rate,80,MHz,80,MHz,4,repetition rate ... 80 MHz,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0144,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,pi_loading,1.3 × 10−6,mol PI/g resin,1.3 × 10−6,mol PI/g resin,4,acrylate-based resin ... containing the 2PI (1.3 × 10−6 mol PI/g resin),TMPTA/TMP3EOTA; 1:1 equiv. functional groups,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0145,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,point_spacing,150,nm,150,nm,4,distance between two points at x-y-z axis was 150 nm,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0146,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,point_dwell_time,200,µs,200,µs,4,each scanning point stays for 200 µs,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0147,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,substrate_thickness,170,µm,170,µm,4,glass substrate with 170 µm thickness,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0148,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,scanning_speed,~750,µm s−1,~750,µm s−1,6,laser writing speed is constant (~750 µm/s),compound 4c doughnut array,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0149,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,polymerization_threshold_power,10,mW,10,mW,6,cyclopentanone-based 2PI 5c exhibited the lowest polymerization threshold (10 mW),compound 5c,780,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,Explicit text-reported threshold; Figure 5 window boundaries are not digitized here.
AUD20260828-0150,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,writing_power,15,mW,15,mW,6,3D ... microstructure can be printed out at a laser power of 15 mW,compound 5c,780,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
